system:index,total_precipitation_daily
19801102,3.593945306339214e-06
19801103,2.970837693303825e-05
19801104,2.6827384351628133e-05
19801105,3.350078469317632e-05
19801106,0.0006557024634265197
19801107,0.00010461704445682508
19801108,0.001627484769359614
19801109,2.7086744687320155e-05
19801110,3.566691505875508e-05
19801111,0.00021620404839144683
19801112,0.00022448777459837114
19801113,0.0001478212914103462
19801114,0.00023565849476240376
19801115,0.0166503858012796
19801116,0.012338964492391946
19801117,0.0010663379548498826
19801118,0.009546518126362197
19801119,0.0005311959199292662
19801120,6.439073496735675e-05
19801121,0.00016997132172912743
19801122,5.960080063066585e-05
19801123,0.0001230859167756656
19801124,6.890581209079886e-05
19801125,0.004965514447473279
19801126,0.007706018330302138
19801127,0.0002669203187404996
19801128,0.005090631503040613
19801129,0.005844808408442426
19801130,0.0007963765121022084
19801201,9.894623468228639e-05
19801202,0.00428308380552992
19801203,0.002016427889554675
19801204,0.006124248501271818
19801205,0.008180821574964066
19801206,0.0067996391812017035
19801207,0.0022997919813362534
19801208,7.196661113912674e-05
19801209,7.0438454527295795e-06
19801210,3.2770677507212236e-06
19801211,0.0003052226058852051
19801212,0.00017528554528454553
19801213,0.004827025519958997
19801214,0.005958957406209736
19801215,0.010741501924022692
19801216,0.001903041074012289
19801217,0.0002387780488837571
19801218,0.013482838209371188
19801219,0.0003891792677979206
19801220,0.006581158299345891
19801221,0.0027725102123877157
19801222,0.002029282740367441
19801223,0.0024173154798044134
19801224,0.0013607335256181619
19801225,0.004301592624256612
19801226,0.0027279641987522692
19801227,0.0007019644443458206
19801228,1.8500679910759762e-05
19801229,5.7875696830000356e-05
19801230,0.00031662153657308274
19801231,0.000370200776273672
19810101,0.004680030334800844
19810102,0.00878607764179
19810103,0.01602813442879786
19810104,0.003978693344261936
19810105,0.0016224615785554973
19810106,0.007941810929761177
19810107,0.0006182556663747799
19810108,0.0003099577429471846
19810109,0.0020451491002756853
19810110,0.0083251375950665
19810111,0.0007188429578514498
19810112,0.00479120149742459
19810113,0.001539478336236754
19810114,0.009347970543796089
19810115,0.014784248040243905
19810116,0.004844480100941769
19810117,0.007326282661701925
19810118,0.00313715471233527
19810119,0.006569763180963991
19810120,0.0030920341310626664
19810121,9.357721904031041e-05
19810122,6.0835045264691215e-05
19810123,5.815972880587128e-05
19810124,7.021590240941727e-05
19810125,0.0019828466496047054
19810126,0.0007736955356140213
19810127,0.0005777600147782621
19810128,0.00015308918439885214
19810129,1.9963346447969506e-06
19810130,3.067799419598448e-06
19810131,1.2870374916928995e-06
19810201,2.143760639228276e-06
19810202,6.137663623445274e-07
19810203,0.01512165649706937
19810204,0.007625706812650076
19810205,0.002489391278622843
19810206,0.0027933161061040124
19810207,0.002014547455662392
19810208,0.0008912795260608674
19810209,0.00046692278370339947
19810210,0.0033818810504579393
19810211,0.0003313385749142106
19810212,1.7971564229394212e-05
19810213,1.747497468958962e-06
19810214,2.1474308871399628e-06
19810215,4.9417244066137265e-06
19810216,4.441994497289713e-06
19810217,0.00022060342421896339
19810218,0.0005516755622957147
19810219,0.0006639977323401814
19810220,0.0011922856101730967
19810221,0.0015491138963326457
19810222,2.722260173142338e-05
19810223,6.718040258131196e-05
19810224,0.00024076295162925152
19810225,1.1606557227736216e-05
19810226,1.3466204714912652e-05
19810227,1.7741969164805217e-10
19810228,0.012298050764978767
19810301,0.002396782625958914
19810302,0.0066157652126628596
19810303,0.002082892559575009
19810304,0.0008527840819245955
19810305,0.0003215983466595763
19810306,0.004792367305442704
19810307,0.0007934056498877746
19810308,0.007321583383829614
19810309,0.006250475179833353
19810310,0.004885938912520667
19810311,0.006379662275053275
19810312,0.007340812861484836
19810313,0.004937227744790371
19810314,0.002236971836418616
19810315,0.0018435482544847028
19810316,0.006075839118855447
19810317,0.004344580583158098
19810318,0.0001870670079920639
19810319,0.00010815840754717417
19810320,4.513872645230847e-06
19810321,2.386473664283796e-06
19810322,0.002003758321899289
19810323,0.011475960247827625
19810324,0.005270200182418012
19810325,0.004657273521753151
19810326,0.015154446112857718
19810327,8.854659061798115e-07
19810328,4.21678036230047e-05
19810329,0.0014286146558640008
19810330,0.003294005557267722
19810331,0.001728569399270825
19810401,0.0003552346137426969
19810402,0.00019079995989020355
19810403,0.00010712962368021924
19810404,0.0005474258045430488
19810405,0.0003117193750101753
19810406,0.0004627846003050455
19810407,0.0012855148605004276
19810408,0.003771629384686047
19810409,0.0010694554406863767
19810410,8.523802013487861e-07
19810411,0.0005440566491299943
19810412,0.00441227013233438
19810413,0.0017114863664055484
19810414,0.0002060159238378752
19810415,0.00022072645869141946
19810416,2.9924014248418394e-06
19810417,3.418378023372648e-06
19810418,1.384196320787067e-06
19810419,0.0035134365295677625
19810420,0.0012190843150028088
19810421,9.978410981928399e-06
19810422,8.756735226775665e-06
19810423,0.0007012025913435662
19810424,1.4017154894186111e-06
19810425,0.00031120595405837695
19810426,0.009020756812027037
19810427,0.023100716837653
19810428,0.0020113841258277434
19810429,0.0028763990994540847
19810430,0.001618001419701904
19810501,0.005290532571369995
19810502,0.0002623645276335131
19810503,0.0003609490049452363
19810504,0.009058627428165518
19810505,0.0022446139013593833
19810506,0.0025872482667988294
19810507,3.0400877330849673e-06
19810508,0.0030092285135001782
19810509,2.5820436246826464e-05
19810510,0.00011561528701553486
19810511,0.00389918658574635
19810512,0.0005880048247663661
19810513,5.96096888176055e-05
19810514,0.0016971223012345897
19810515,0.0005929575282077242
19810516,0.0052742670268163625
19810517,0.001178030418273964
19810518,2.071854339480695e-05
19810519,1.4956801180675002e-05
19810520,9.760710077009505e-07
19810521,0.008926676621489939
19810522,0.004105743111300769
19810523,0.005046643324124215
19810524,0.004997334156371375
19810525,0.007424843600649311
19810526,0.0027804633101040487
19810527,0.005330994730891821
19810528,0.0052355174093420085
19810529,0.005587608506254153
19810530,0.0011928130137611786
19810531,0.0031501771795596047
19810601,0.0013807202717111436
19810602,0.0014485526398197819
19810603,0.016746386970847515
19810604,0.020203441065424956
19810605,5.1373300356889755e-06
19810606,0.0013783253608352466
19810607,0.000883994603337601
19810608,0.008150785231610294
19810609,0.010746859147128054
19810610,0.0007842998649215406
19810611,9.087944369181724e-07
19810612,0.0005321379447550716
19810613,7.383723004465792e-06
19810614,1.3423309289930326e-06
19810615,0.0002208066032699929
19810616,0.0002496998864150378
19810617,0.0027434122518739637
19810618,0.001283081085729919
19810619,0.0005318489643937028
19810620,0.004633483704065771
19810621,0.00175828680984251
19810622,0.003072024260158656
19810623,0.00014373525236140858
19810624,0.0024904988599151845
19810625,0.004487776165817924
19810626,0.0072727940453115895
19810627,0.00582139035636235
19810628,0.014825880319875799
19810629,0.01295520172274322
19810630,0.00028395237327645686
19810701,0.0006093147429276933
19810702,0.004639995381480261
19810703,0.014007090622513853
19810704,0.0005594726106369248
19810705,0.0011395826254300399
19810706,0.0006062972661211659
19810707,1.9801188433760324e-05
19810708,2.4741597004296695e-05
19810709,0.0033686182566197973
19810710,0.00805818624208785
19810711,0.0019702654917363445
19810712,0.0016308688101140832
19810713,0.003232898580969671
19810714,0.0011133182500502987
19810715,0.0007836017001830367
19810716,0.0012446286716115958
19810717,0.006654274182208425
19810718,0.004715967435341957
19810719,0.00110256584712425
19810720,0.0031597884994175466
19810721,0.002422460496319858
19810722,0.009051081395843368
19810723,0.00779422911670585
19810724,0.004053895130611124
19810725,0.005749753332893766
19810726,0.0009036460912139442
19810727,0.0020421494526473827
19810728,9.147139778275386e-05
19810729,7.095429951720718e-05
19810730,3.225344793890492e-05
19810731,0.004432203812441361
19810801,0.0038611592124594444
19810802,0.006629131179730663
19810803,0.0033005948893468804
19810804,0.00034047746757583016
19810805,0.00022660652045221298
19810806,0.0005955536046382796
19810807,0.00362694287785771
19810808,0.0018132800136736655
19810809,0.0174127101699785
19810810,0.0150822610098425
19810811,0.0116579261381698
19810812,0.0005485107277948816
19810813,8.57068044798417e-06
19810814,1.990930667877748e-06
19810815,7.63485879622029e-09
19810816,0.0007934622304075448
19810817,3.747491035980747e-05
19810818,4.351138613856165e-07
19810819,6.487044109809866e-05
19810820,0.010586511827598828
19810821,0.0010943095488736383
19810822,0.0010637206719343907
19810823,0.0018594533166296973
19810824,0.00025503661182951315
19810825,3.9860887108964176e-05
19810826,0.0004535710678080017
19810827,3.3297791523671865e-05
19810828,0.00040794474573605205
19810829,0.00042441984702855726
19810830,3.8808387077454526e-05
19810831,0.00017936912159480245
19810901,0.003005970092534519
19810902,0.0006517311872767503
19810903,0.00020663427029473687
19810904,6.976132327765496e-06
19810905,1.2918004586026655e-06
19810906,2.988708729390055e-06
19810907,8.149882299823062e-06
19810908,0.002769701567306159
19810909,0.0023073607800264766
19810910,0.00011691478234967719
19810911,0.0018898455572110221
19810912,0.0032576920482522372
19810913,0.0008860770531098112
19810914,0.0007007943802013613
19810915,0.010916797866921351
19810916,0.001709503198260475
19810917,0.0005488692015601351
19810918,0.004081813699917811
19810919,0.0012665700045223817
19810920,0.0008324138326715639
19810921,0.008015800716217148
19810922,0.0360451187937984
19810923,0.003110620780645168
19810924,4.807387665861919e-05
19810925,0.001492609999664488
19810926,0.013630240668582832
19810927,0.004140913272761902
19810928,0.0014112952595362446
19810929,0.00010206035291079676
19810930,2.5769193751644344e-06
19811001,6.937377216302186e-05
19811002,0.007852192429998128
19811003,0.012043862717566108
19811004,0.000841908514564406
19811005,0.0071308741259880765
19811006,0.0010510527797460713
19811007,0.0007800917767720695
19811008,9.454358517665936e-05
19811009,0.005551463959074887
19811010,0.015070857014748746
19811011,0.012187363341490237
19811012,0.005834259984122242
19811013,0.000712366824164272
19811014,0.00658445314122422
19811015,0.02481571446681274
19811016,0.00014261780031012163
19811017,0.004366205498808324
19811018,0.006891735673382717
19811019,0.0008071723571588065
19811020,0.010072025350250311
19811021,0.001593113911806555
19811022,0.001435661650043923
19811023,0.0074544791007070624
19811024,0.00053121909850271
19811025,0.0050108198886392565
19811026,0.0037253769332564308
19811027,0.0013020457246082958
19811028,0.0016006743641355768
19811029,0.006012696969030552
19811030,0.008152784748086119
19811031,0.005549612834906669
19811101,0.0015934855596938166
19811102,0.0005968344447951247
19811103,0.00020467791914749236
19811104,0.00020564182321181721
19811105,0.00046222197744704845
19811106,3.9118191204263306e-05
19811107,0.0006122696809523297
19811108,7.683589231234888e-05
19811109,0.0001340988129444837
19811110,1.5969291070244315e-06
19811111,0.0016323585647315217
19811112,0.0033974265170623238
19811113,0.001326955039796103
19811114,0.00221962497661494
19811115,4.437978412794929e-05
19811116,1.4408483612431233e-06
19811117,0.0021616565121670354
19811118,0.0010110861619788628
19811119,0.003043475748786989
19811120,0.00046225104065567143
19811121,0.00039295165663103774
19811122,0.0011809613459834393
19811123,0.0028328526665090557
19811124,0.0023465178610422043
19811125,0.0006377466470975795
19811126,0.0006492295537845336
19811127,0.011244264187548836
19811128,0.006503741469312776
19811129,0.004223898407379738
19811130,0.01970088225993949
19811201,0.003073835792548108
19811202,0.0013520869612735382
19811203,0.00048196302430646653
19811204,0.009807457314770413
19811205,0.002113196424342187
19811206,0.005087446492294247
19811207,0.00906636130596854
19811208,0.019171218307510028
19811209,0.00229070796013941
19811210,0.004562236945495934
19811211,0.013068167057502699
19811212,0.001667216963084179
19811213,0.002396738801553754
19811214,0.008074668900353684
19811215,0.0097448705614524
19811216,0.008549319765400328
19811217,0.004241932795141134
19811218,0.009628965060510001
19811219,0.0008495162275524818
19811220,0.00012984118315151588
19811221,0.004856177448525582
19811222,0.0031137674591450444
19811223,0.0011806936429281036
19811224,0.0113020827690881
19811225,0.0022717917420418407
19811226,0.00020168425616274343
19811227,0.0006419392525155371
19811228,0.0007177677233096301
19811229,0.007851052072909296
19811230,0.007556140732446965
19811231,0.006172330918171505
19820101,0.002030933369334647
19820102,0.003155723852093617
19820103,0.00021870537561518308
19820104,0.006592289225767673
19820105,0.0155662655488007
19820106,0.0021029539103067244
19820107,3.81565080556026e-07
19820108,0.004442351959846596
19820109,0.0112329667284908
19820110,0.0080088804110934
19820111,0.0145285636878957
19820112,0.0004240896097039476
19820113,1.5726169845525613e-06
19820114,8.557867900748697e-07
19820115,1.4271453793732424e-06
19820116,8.52346317969932e-07
19820117,0.0
19820118,1.608492544837156e-05
19820119,1.0998409037413346e-05
19820120,8.506170257049027e-06
19820121,0.0012474494965956282
19820122,0.0026171957887296195
19820123,0.002406045971478141
19820124,0.00043282389690320404
19820125,0.00012945085542477515
19820126,0.004507998434450853
19820127,0.005376060812676002
19820128,0.0005266746786564656
19820129,0.0073071985713085
19820130,0.003672165291260411
19820131,0.0031416965809628497
19820201,1.9325009217667078e-05
19820202,4.351138613856165e-07
19820203,1.5315514263476552e-06
19820204,0.00031020040451850534
19820205,1.3121111669892972e-06
19820206,0.001918891936227684
19820207,0.00028294973323421976
19820208,0.0030947132335727343
19820209,1.8476780432011178e-06
19820210,8.642672355563263e-07
19820211,8.463859444418633e-07
19820212,3.183362053481782e-05
19820213,2.9474752400043483e-05
19820214,0.004011536330600239
19820215,0.002975820360707688
19820216,0.0003264567545562704
19820217,1.747150435952699e-05
19820218,0.00021802685138183793
19820219,0.00046150101373959313
19820220,0.0004158265864693434
19820221,1.593715983189766e-06
19820222,3.098727096694085e-06
19820223,0.002456659046609669
19820224,0.00015982116362412978
19820225,6.673254240078002e-05
19820226,1.583127460447779e-05
19820227,1.8940477802128216e-06
19820228,0.0013214537848758574
19820301,0.004555196660740804
19820302,0.007923305122151931
19820303,0.007453809079422984
19820304,0.005327906284684734
19820305,0.0006277170388790001
19820306,5.173226070032111e-06
19820307,2.482177112278806e-06
19820308,3.6005402545032116e-05
19820309,0.0015247301474842455
19820310,0.012527530283764785
19820311,0.00659401818692331
19820312,0.005105573267379301
19820313,0.004448140671972605
19820314,0.0006658403762789675
19820315,5.504395045730714e-07
19820316,0.006233031759537457
19820317,0.009770530334439809
19820318,0.0024535119244599004
19820319,0.0016790106650488572
19820320,0.010630699899867915
19820321,0.0009772677169656695
19820322,0.00015694632819116835
19820323,0.0011660314803732502
19820324,2.500324008898626e-08
19820325,0.0
19820326,4.712582267529797e-06
19820327,1.0074990385208569e-06
19820328,0.0015497055192750463
19820329,0.003989089416649248
19820330,0.011380623836477817
19820331,0.0022462061900215464
19820401,0.00010136011435021395
19820402,0.0014567758570298197
19820403,0.00038403301099395004
19820404,8.553265615773853e-07
19820405,1.8452106539953797e-06
19820406,0.0019473595021449225
19820407,0.004769452440488039
19820408,0.011810829200882321
19820409,0.000707802880294473
19820410,0.002909164713948103
19820411,0.0020223802490508484
19820412,0.0009509826658350755
19820413,0.0009533349357333053
19820414,2.5324457886749046e-06
19820415,4.261732051702438e-07
19820416,7.406169714787227e-06
19820417,2.399728176773437e-05
19820418,3.6358183561613764e-06
19820419,8.523463748133508e-07
19820420,0.0002860348910715354
19820421,0.00041755652699546525
19820422,0.00013818804596452998
19820423,0.0008393339652965478
19820424,0.003095961665629793
19820425,0.000540034489142992
19820426,0.00028863093128487794
19820427,8.855271686381019e-05
19820428,0.00010968851613422067
19820429,0.0038808722382256363
19820430,0.001043755595840421
19820501,0.0028291152654168453
19820502,0.00018169345448318603
19820503,0.00044813303241414545
19820504,0.008131027732454355
19820505,0.008054301766275048
19820506,0.005471662656203587
19820507,0.0027680465972854426
19820508,0.0002880695995844237
19820509,0.007525261004112018
19820510,0.0015686518690062779
19820511,0.0002308444717338225
19820512,2.14290218991664e-06
19820513,2.1517275854421314e-06
19820514,8.821486403576273e-07
19820515,4.983589504188424e-06
19820516,0.0010009883800267342
19820517,0.004940192093134958
19820518,0.003271470149665688
19820519,0.0007937930306577258
19820520,0.003470994512166256
19820521,0.0012468052057502
19820522,0.001634856481336135
19820523,0.00813203990033922
19820524,0.0038849012966443793
19820525,2.918014793919392e-05
19820526,0.0
19820527,0.0023775017409452797
19820528,0.00034689305483493604
19820529,6.493034076488989e-06
19820530,8.583068797918258e-07
19820531,0.0003299104745595676
19820601,0.0003125082803410905
19820602,0.002779180135411378
19820603,0.0002991417232767736
19820604,0.003480155947689117
19820605,0.006689156993030514
19820606,0.0037033287873832915
19820607,0.0046703865932136
19820608,0.0046510260109063105
19820609,0.0008969521690488057
19820610,0.00026568859158829716
19820611,0.007360359872930795
19820612,0.011167280307012903
19820613,0.007450986988921164
19820614,0.0011171062772690182
19820615,7.891064193313434e-05
19820616,0.005471982890776964
19820617,8.85843983485413e-05
19820618,0.003744046523997014
19820619,0.0018214725213458374
19820620,4.276366408512281e-05
19820621,0.0017987425420176793
19820622,0.004271939617572979
19820623,0.002572305576979459
19820624,0.0007619739491443986
19820625,0.0034027110519165293
19820626,0.004744312493690145
19820627,0.00409375525276685
19820628,0.005634342564314162
19820629,0.004192505094721614
19820630,0.0003177144305910592
19820701,0.00010329932408656283
19820702,0.00058134892196811
19820703,0.013106031627853135
19820704,0.0037490171479157937
19820705,1.93727375091118e-05
19820706,1.2540961523928336e-06
19820707,0.00010835879695789029
19820708,1.2800138051716203e-06
19820709,2.3300347488321443e-05
19820710,0.0005297476270957135
19820711,7.789062262069717e-05
19820712,1.29922405660643e-06
19820713,4.548075036452644e-05
19820714,0.0037531192981893366
19820715,0.0011901219091466863
19820716,0.0007773274396010206
19820717,0.0003926804267758694
19820718,0.0008973456851217439
19820719,2.3549406768701144e-05
19820720,0.0012070445635593975
19820721,0.0072085213268452885
19820722,0.0021026014936920056
19820723,0.0009313409522374694
19820724,0.008414917403868906
19820725,0.0095466956680182
19820726,0.0011662706537421612
19820727,0.000962572815690069
19820728,0.0005907972535372273
19820729,0.0004003900782517568
19820730,0.0013500324919341479
19820731,0.008139413766436687
19820801,0.0012615505278182689
19820802,0.00030537997028256473
19820803,0.006671998897677716
19820804,0.007260796171150848
19820805,0.008974903320465955
19820806,0.0036404278696712637
19820807,0.008772658722483662
19820808,0.0035092945154390045
19820809,0.0004923898913239643
19820810,0.0006710579493816113
19820811,0.0001512292357120588
19820812,0.00038187265297421084
19820813,0.0020613356657199103
19820814,0.0009707009557597769
19820815,0.0015191071490762125
19820816,0.0009485902550364218
19820817,0.0008722908561361173
19820818,0.00039953672961619876
19820819,0.005718993611209791
19820820,0.0011759715817400806
19820821,0.0006353021206480389
19820822,0.00013823024309553406
19820823,0.00021063225405159008
19820824,0.0036767088956700137
19820825,0.0018282905803039013
19820826,0.006404851168565693
19820827,0.0013279608304998549
19820828,0.00033660873385573715
19820829,2.6919396092424e-06
19820830,0.00013146239274485215
19820831,0.0034641689838845946
19820901,0.0002451589248604648
19820902,0.0010472294411988017
19820903,5.037723612147929e-07
19820904,0.0
19820905,0.0011770536102928741
19820906,0.010173330238572406
19820907,0.00025233426722093874
19820908,0.00013683821384084756
19820909,1.976016653406717e-05
19820910,2.4212330078214794e-06
19820911,0.00024051656919176888
19820912,6.817867438336105e-06
19820913,1.3996225484479712e-05
19820914,1.2181855806731716e-06
19820915,4.476461305232561e-07
19820916,2.136920614005952e-05
19820917,0.00021991795600583258
19820918,0.0016093124025112586
19820919,9.138721892427875e-05
19820920,0.004693688054459551
19820921,0.004868210509211105
19820922,0.010615804243580813
19820923,0.0018263210189142915
19820924,0.00017028485100324103
19820925,0.0017757104652473175
19820926,0.012248636077362976
19820927,5.979593216612603e-05
19820928,0.00010662187020429532
19820929,3.217733765353148e-05
19820930,0.0077614927186928015
