system:index,total_precipitation_sum
200810,0.08449477527309719
200811,0.057662723881255165
200812,0.06574287900077239
200901,0.05006122484884606
200902,0.06929502063029039
200903,0.09138324037537306
200904,0.05308641974623673
200905,0.06604388118976535
200906,0.10127603626790305
200907,0.09301581879077292
200908,0.048695853400618785
200909,0.04547399699373473
200910,0.050001567328276444
200911,0.13674723032964634
200912,0.11386321040957703
201001,0.06212690657724311
201002,0.09301633583281635
201003,0.061890469991628456
201004,0.035603549436594883
201005,0.11023899116375128
201006,0.06216430748985752
201007,0.07463457343241746
201008,0.14061721843382566
201009,0.0909767975122247
201010,0.048535796593186964
201011,0.11034780475993732
201012,0.142658142264666
201101,0.08329305691844062
201102,0.03716626515611328
201103,0.026446928411282277
201104,0.025501559362195225
201105,0.029852944045190625
201106,0.08156026385058301
201107,0.08708540198025337
201108,0.10949576364974793
201109,0.04594694534239123
201110,0.04839410615393021
201111,0.012591748919361588
201112,0.19976547449082888
201201,0.11051581245211232
201202,0.023619890995753713
201203,0.029900903767910398
201204,0.10248507273576253
201205,0.1068622016589597
201206,0.11799286401217302
201207,0.10106673375526563
201208,0.05578017425054287
201209,0.07656686026814119
201210,0.08600302559828836
201211,0.08373942926669975
201212,0.13996978899666487
201301,0.06813311721244265
201302,0.06457035815996472
201303,0.055729189610522215
201304,0.08775524954284508
201305,0.1589794825198212
201306,0.09262845738056232
201307,0.05394153655795817
201308,0.05397421198382582
201309,0.10163658716881728
201310,0.12296345068784431
201311,0.11222290456240458
201312,0.06290277363919129
201401,0.0833717963924793
201402,0.09662147449558779
201403,0.02281902092950017
201404,0.03368260473370358
201405,0.08714404690799812
201406,0.044245457510700616
201407,0.1594597950621028
201408,0.13826943018199414
201409,0.03477802729020119
201410,0.09946739181668768
201411,0.08718298011600148
201412,0.09578610841643795
201501,0.12062662158044557
201502,0.046595079779673004
201503,0.060655484591283865
201504,0.06075986058318352
201505,0.06442801655650614
201506,0.041861057849429326
201507,0.040865352532990035
201508,0.0603892299881714
201509,0.11074107006803346
201510,0.03885982971180279
201511,0.0931237094386425
201512,0.03874698344999684
201601,0.10976477744854166
201602,0.12223055040018221
201603,0.08652767991571605
201604,0.1016536679613478
201605,0.12297633068513251
201606,0.16897265997864228
201607,0.06130992471314017
201608,0.03713054447266141
201609,0.028790628650087524
201610,0.06853972832171412
201611,0.09061781123023693
201612,0.011828223552941322
201701,0.05291695628712603
201702,0.07773396546266499
201703,0.07901334569898126
201704,0.025185030468770415
201705,0.06570986521774182
201706,0.0591828317597396
201707,0.09158707886727557
201708,0.07069121067873924
201709,0.10659012031393053
201710,0.04887221742653046
201711,0.11855268010530487
201712,0.13705890804639045
201801,0.18479500728057946
201802,0.035744137613500905
201803,0.07930885045672818
201804,0.060673863599524924
201805,0.07812477207871837
201806,0.063031501055566
201807,0.026031450732125823
201808,0.04147228449953553
201809,0.03839019761317802
201810,0.02185775609734595
201811,0.05179735703569057
201812,0.13794897778532103
201901,0.07810240043613374
201902,0.03693947984259139
201903,0.1023910889204826
201904,0.07746124040709136
201905,0.08397534562892907
201906,0.057532915174376885
201907,0.041967657296627006
201908,0.062327015917531335
201909,0.05523146880874966
201910,0.11952078334612427
201911,0.1023319856553318
201912,0.12197963909089322
202001,0.05722749862423555
202002,0.17374949764370284
202003,0.09056006616124565
202004,0.025844340393242765
202005,0.0537599693564005
202006,0.0955790897371109
202007,0.025853064332058136
202008,0.052702761359411134
202009,0.05842623845332845
202010,0.10559780119888952
202011,0.029138055873294717
202012,0.13740974110111803
202101,0.14351322307849276
202102,0.0681794275569766
202103,0.06947103096019039
202104,0.05211838034139652
202105,0.12274335446372178
202106,0.12143397557697233
202107,0.16034662782313833
202108,0.07933238369246345
202109,0.05310599437036628
202110,0.0697668394985585
202111,0.06438261958580198
202112,0.09862276877441618
202201,0.08975048607488674
202202,0.08466367491859239
202203,0.037413047291388536
202204,0.08064603764698856
202205,0.05408901601602511
202206,0.12259481255096769
202207,0.018857533756766243
202208,0.03878829778739309
202209,0.11667315725455087
202210,0.10805111812899551
202211,0.09584078926227516
202212,0.0855580558790688
202301,0.1054663982453622
202302,0.018722122229538535
202303,0.12490822808485122
202304,0.09073842427595202
202305,0.05319203929100912
202306,0.025453918788195036
202307,0.09428271644179388
202308,0.12328583532729984
202309,0.03613428867287383
202310,0.1416257540005951
202311,0.1649039286810027
202312,0.11022713422247042
202401,0.10002726052534018
202402,0.10915945419722704
202403,0.09128739448374953
202404,0.09732548021373144
202405,0.17276653171127515
202406,0.10566572187411834
202407,0.09495978895117742
202408,0.06008296671418069
202409,0.110378772073606
202410,0.10667604906354358
202411,0.07376780759319132
202412,0.07659798782231689
202501,0.1250592219806121
202502,0.04845141301277297
202503,0.02511476338937045
202504,0.058164762664692005
202505,0.04396530252474716
202506,0.06643025140043449
202507,0.09724221691209213
202508,0.06482804642614397
202509,0.15525847839979467
