system:index,total_precipitation_sum
199308,0.024158947047799313
199309,0.15594445872729215
199310,0.11390452564166344
199311,0.028652868864750995
199312,0.2310045093833924
199401,0.12733326260745328
199402,0.06533955438207173
199403,0.0816782022538397
199404,0.09448124124980736
199405,0.09150110414177934
199406,0.07939360670832891
199407,0.06269782242122902
199408,0.09338353777768006
199409,0.13730888633704078
199410,0.06828503838034623
199411,0.046667455757390584
199412,0.11260764902398923
199501,0.19748656321268662
199502,0.10645116883954828
199503,0.12404047330990511
199504,0.08710685067304698
199505,0.07935055658284013
199506,0.07020961261927325
199507,0.08019840445183991
199508,0.06722130397359838
199509,0.11406498588501988
199510,0.04326928025092227
199511,0.048052719310224694
199512,0.0775286334563759
199601,0.02033376571195055
199602,0.07084749240116259
199603,0.03202273842639018
199604,0.02267932853839554
199605,0.09102760598826168
199606,0.05123948013479735
199607,0.0659968601979769
199608,0.10227069396615103
199609,0.03218985557200817
199610,0.07224155664235993
199611,0.16033724059542762
199612,0.06785858535464002
199701,0.02656414057661978
199702,0.12099951332505487
199703,0.044212289498865916
199704,0.03410015538017069
199705,0.09413053553281574
199706,0.137342094954202
199707,0.07694797482597394
199708,0.058041551750456374
199709,0.03135206989344962
199710,0.0642305332382526
199711,0.10213430590382709
199712,0.12279098457984776
199801,0.08572560989357371
199802,0.020270316858249558
199803,0.05995789985842518
199804,0.15525588288652514
199805,0.06189554016282435
199806,0.0814914757527845
199807,0.05344102267533683
199808,0.03946617650218342
199809,0.12991449166038638
199810,0.1774859165537954
199811,0.07601410286558145
199812,0.06131435046568497
199901,0.09707349618080471
199902,0.09531902449163492
199903,0.11466897204943606
199904,0.09147221005461643
199905,0.06772759459343408
199906,0.07019855446453356
199907,0.0687207556988494
199908,0.08618215898282713
199909,0.0947829417445156
199910,0.0741789934449668
199911,0.05779193893950384
199912,0.19899208369740004
200001,0.055213423283004395
200002,0.10647726806860607
200003,0.08331946730603189
200004,0.062356469555423594
200005,0.10833765685434646
200006,0.040224969903467925
200007,0.16844498922576073
200008,0.05320173129867252
200009,0.09292397215051615
200010,0.09385426519933952
200011,0.12491783932415504
200012,0.09059447043053412
200101,0.09817749707473171
200102,0.07100453419205793
200103,0.17873439310361147
200104,0.12572704825834286
200105,0.036279679506529654
200106,0.07275183104990092
200107,0.08507613361304053
200108,0.06643762047807117
200109,0.1187902611324908
200110,0.058558723603645745
200111,0.09080997964178174
200112,0.09468330884515569
200201,0.05419879557916615
200202,0.15950681725096172
200203,0.08381521597680756
200204,0.04688262095854582
200205,0.0917631804914696
200206,0.0587321592388751
200207,0.07774055638081927
200208,0.08273661757624415
200209,0.044793655884171765
200210,0.12367941098060665
200211,0.14118885833765737
200212,0.10039475584168313
200301,0.1079293973520066
200302,0.026595422008741543
200303,0.03848560337225913
200304,0.05638929570325211
200305,0.08515860722186794
200306,0.044193092779507996
200307,0.06777230188750184
200308,0.05095674097724337
200309,0.04788015658677307
200310,0.09759341806004548
200311,0.057655648739822096
200312,0.056038142639529366
200401,0.14674664329738418
200402,0.03976456587052902
200403,0.05127312009777671
200404,0.05669684351209626
200405,0.06726885051755667
200406,0.06195775939422903
200407,0.0766517306420679
200408,0.11160683533855649
200409,0.039330197151649586
200410,0.09353215086893235
200411,0.048701931236294495
200412,0.06640986687600407
200501,0.06216790741395795
200502,0.06921400560293489
200503,0.06124070736159791
200504,0.09975018917047478
200505,0.08360403189373079
200506,0.05689143821421944
200507,0.08303464511201097
200508,0.06733079871701245
200509,0.06181124355239048
200510,0.05076798357351843
200511,0.053353936007485905
200512,0.08074643272752619
200601,0.037328364820621775
200602,0.06910646739543536
200603,0.11761901671134106
200604,0.0651147721546065
200605,0.11871858839810949
200606,0.044944247196167846
200607,0.03830856827647195
200608,0.16426831674441258
200609,0.06566427814591388
200610,0.12007545682696774
200611,0.07458953525734548
200612,0.057750954531681484
200701,0.11196947365603473
200702,0.10655402299876744
200703,0.10699357073768578
200704,0.003944396477397219
200705,0.11132336123313212
200706,0.12721431886870357
200707,0.11252327535157756
200708,0.11950130324429442
200709,0.05700533783300751
200710,0.025813201279228308
200711,0.06886661046293067
200712,0.10041889000524334
200801,0.0711361551593724
200802,0.07068838189759868
200803,0.14408822772895502
200804,0.10053265366214607
200805,0.06005288152834239
200806,0.08213145202210434
200807,0.07206727035441295
200808,0.10080463864612013
200809,0.08272370458055191
200810,0.08449477527309719
200811,0.057662723881255165
200812,0.06574287900077239
200901,0.05006122484884606
200902,0.06929502063029039
200903,0.09138324037537306
200904,0.05308641974623673
200905,0.06604388118976535
200906,0.10127603626790305
200907,0.09301581879077292
200908,0.048695853400618785
200909,0.04547399699373473
200910,0.050001567328276444
200911,0.13674723032964634
200912,0.11386321040957703
201001,0.06212690657724311
201002,0.09301633583281635
201003,0.061890469991628456
201004,0.035603549436594883
201005,0.11023899116375128
201006,0.06216430748985752
201007,0.07463457343241746
201008,0.14061721843382566
201009,0.0909767975122247
201010,0.048535796593186964
201011,0.11034780475993732
201012,0.142658142264666
201101,0.08329305691844062
201102,0.03716626515611328
201103,0.026446928411282277
201104,0.025501559362195225
201105,0.029852944045190625
201106,0.08156026385058301
201107,0.08708540198025337
201108,0.10949576364974793
201109,0.04594694534239123
201110,0.04839410615393021
201111,0.012591748919361588
201112,0.19976547449082888
201201,0.11051581245211232
201202,0.023619890995753713
201203,0.029900903767910398
201204,0.10248507273576253
201205,0.1068622016589597
201206,0.11799286401217302
201207,0.10106673375526563
201208,0.05578017425054287
201209,0.07656686026814119
201210,0.08600302559828836
201211,0.08373942926669975
201212,0.13996978899666487
201301,0.06813311721244265
201302,0.06457035815996472
201303,0.055729189610522215
201304,0.08775524954284508
201305,0.1589794825198212
201306,0.09262845738056232
201307,0.05394153655795817
201308,0.05397421198382582
201309,0.10163658716881728
201310,0.12296345068784431
201311,0.11222290456240458
201312,0.06290277363919129
201401,0.0833717963924793
201402,0.09662147449558779
201403,0.02281902092950017
201404,0.03368260473370358
201405,0.08714404690799812
201406,0.044245457510700616
201407,0.1594597950621028
201408,0.13826943018199414
201409,0.03477802729020119
201410,0.09946739181668768
201411,0.08718298011600148
201412,0.09578610841643795
201501,0.12062662158044557
201502,0.046595079779673004
201503,0.060655484591283865
201504,0.06075986058318352
201505,0.06442801655650614
201506,0.041861057849429326
201507,0.040865352532990035
201508,0.0603892299881714
201509,0.11074107006803346
201510,0.03885982971180279
201511,0.0931237094386425
201512,0.03874698344999684
201601,0.10976477744854166
201602,0.12223055040018221
201603,0.08652767991571605
201604,0.1016536679613478
201605,0.12297633068513251
201606,0.16897265997864228
201607,0.06130992471314017
201608,0.03713054447266141
201609,0.028790628650087524
201610,0.06853972832171412
201611,0.09061781123023693
201612,0.011828223552941322
201701,0.05291695628712603
201702,0.07773396546266499
201703,0.07901334569898126
201704,0.025185030468770415
201705,0.06570986521774182
201706,0.0591828317597396
201707,0.09158707886727557
201708,0.07069121067873924
201709,0.10659012031393053
201710,0.04887221742653046
201711,0.11855268010530487
201712,0.13705890804639045
201801,0.18479500728057946
201802,0.035744137613500905
201803,0.07930885045672818
201804,0.060673863599524924
201805,0.07812477207871837
201806,0.063031501055566
201807,0.026031450732125823
201808,0.04147228449953553
201809,0.03839019761317802
201810,0.02185775609734595
201811,0.05179735703569057
201812,0.13794897778532103
201901,0.07810240043613374
201902,0.03693947984259139
201903,0.1023910889204826
201904,0.07746124040709136
201905,0.08397534562892907
201906,0.057532915174376885
201907,0.041967657296627006
201908,0.062327015917531335
201909,0.05523146880874966
201910,0.11952078334612427
201911,0.1023319856553318
201912,0.12197963909089322
202001,0.05722749862423555
202002,0.17374949764370284
202003,0.09056006616124565
202004,0.025844340393242765
202005,0.0537599693564005
202006,0.0955790897371109
202007,0.025853064332058136
202008,0.052702761359411134
202009,0.05842623845332845
202010,0.10559780119888952
202011,0.029138055873294717
202012,0.13740974110111803
202101,0.14351322307849276
202102,0.0681794275569766
202103,0.06947103096019039
202104,0.05211838034139652
202105,0.12274335446372178
202106,0.12143397557697233
202107,0.16034662782313833
202108,0.07933238369246345
202109,0.05310599437036628
202110,0.0697668394985585
202111,0.06438261958580198
202112,0.09862276877441618
202201,0.08975048607488674
202202,0.08466367491859239
202203,0.037413047291388536
202204,0.08064603764698856
202205,0.05408901601602511
202206,0.12259481255096769
202207,0.018857533756766243
202208,0.03878829778739309
202209,0.11667315725455087
202210,0.10805111812899551
202211,0.09584078926227516
202212,0.0855580558790688
202301,0.1054663982453622
202302,0.018722122229538535
202303,0.12490822808485122
202304,0.09073842427595202
202305,0.05319203929100912
202306,0.025453918788195036
202307,0.09428271644179388
202308,0.12328583532729984
202309,0.03613428867287383
202310,0.1416257540005951
202311,0.1649039286810027
202312,0.11022713422247042
202401,0.10002726052534018
202402,0.10915945419722704
202403,0.09128739448374953
202404,0.09732548021373144
202405,0.17276653171127515
202406,0.10566572187411834
202407,0.09495978895117742
202408,0.06008296671418069
202409,0.110378772073606
202410,0.10667604906354358
202411,0.07376780759319132
202412,0.07659798782231689
202501,0.1250592219806121
202502,0.04845141301277297
202503,0.02511476338937045
202504,0.058164762664692005
202505,0.04396530252474716
202506,0.06643025140043449
202507,0.09724221691209213
202508,0.06482804642614397
202509,0.15525847839979467
202510,0.09700243727166946
202511,0.06288949848372226
202512,0.03542979059244029
202601,0.07968512930310932
202602,0.12762214442988948
